Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
2A5B_HUMAN,0.613,0.333,0.935,1.0,0.194,0.336,0.315351,9,31,40
FGD3_HUMAN,0.613,0.889,0.419,1.0,0.097,-0.264,0.315351,9,31,40
BBS7_HUMAN,0.613,0.7,0.633,1.0,0.033,-0.233,0.295393,10,30,40
NGDN_HUMAN,0.613,0.9,0.433,1.0,0.0,0.111,0.295393,10,30,40
CC134_HUMAN,0.613,0.3,1.0,1.0,0.3,0.412,0.295393,10,30,40
IFT46_HUMAN,0.613,0.778,0.548,1.0,0.097,-0.403,0.315351,9,31,40
ATN1_HUMAN,0.611,0.818,0.552,1.0,0.0,-0.054,0.289072,11,29,40
EKI1_HUMAN,0.61,0.6,0.7,1.0,0.133,0.198,0.310044,10,30,40
SUFU_HUMAN,0.61,0.3,0.967,1.0,0.033,0.391,0.310044,10,30,40
IT70B_HUMAN,0.609,0.556,0.774,1.0,0.032,-0.301,0.331216,9,31,40
SPC24_HUMAN,0.605,0.909,0.448,1.0,0.103,0.432,0.317514,11,29,40
PIAS4_HUMAN,0.603,0.6,0.667,1.0,0.167,0.226,0.340762,10,30,40
ANM6_HUMAN,0.603,0.7,0.667,1.0,0.1,0.336,0.340762,10,30,40
HEAT1_HUMAN,0.603,0.6,0.667,1.0,0.067,0.289,0.340762,10,30,40
LYOX_HUMAN,0.602,0.364,0.931,1.0,0.034,0.611,0.332401,11,29,40
ATM_HUMAN,0.602,0.727,0.552,1.0,0.0,-0.193,0.332401,11,29,40
GNB1L_HUMAN,0.602,0.556,0.774,1.0,0.032,0.22,0.364465,9,31,40
IFT52_HUMAN,0.602,0.556,0.677,1.0,0.032,-0.274,0.364465,9,31,40
ADAS_HUMAN,0.6,0.6,0.667,1.0,0.033,0.379,0.356828,10,30,40
HTF4_HUMAN,0.6,0.8,0.567,1.0,0.0,0.073,0.356828,10,30,40
DHRS4_HUMAN,0.6,0.5,0.8,1.0,0.033,0.401,0.356828,10,30,40
LZTS2_HUMAN,0.599,0.909,0.379,1.0,0.138,-0.211,0.347731,11,29,40
TTI1_HUMAN,0.597,0.8,0.433,1.0,0.2,0.325,0.373364,10,30,40
SCPDL_HUMAN,0.595,0.444,0.903,1.0,0.097,0.469,0.399725,9,31,40
STK25_HUMAN,0.594,0.75,0.562,1.0,0.062,0.182,0.434275,8,32,40
EPMIP_HUMAN,0.594,0.625,0.688,1.0,0.219,-0.136,0.434275,8,32,40
TRFM_HUMAN,0.593,0.9,0.433,1.0,0.033,-0.296,0.390365,10,30,40
XPC_HUMAN,0.593,0.6,0.667,1.0,0.1,0.179,0.390365,10,30,40
T179B_HUMAN,0.591,0.333,0.968,1.0,0.258,0.603,0.418099,9,31,40
RHG08_HUMAN,0.59,0.5,0.906,1.0,0.156,0.33,0.454235,8,32,40
PGM5_HUMAN,0.59,0.6,0.7,1.0,0.133,-0.313,0.407829,10,30,40
PTN18_HUMAN,0.59,0.4,0.833,1.0,0.067,-0.227,0.407829,10,30,40
MP2K7_HUMAN,0.588,0.667,0.581,1.0,0.065,0.248,0.436962,9,31,40
TRPT1_HUMAN,0.588,1.0,0.323,1.0,0.323,0.284,0.436962,9,31,40
GRM2B_HUMAN,0.588,0.444,0.806,1.0,0.065,0.17,0.436962,9,31,40
BPTF_HUMAN,0.587,0.7,0.7,1.0,0.067,0.12,0.42575,10,30,40
VIP1_HUMAN,0.587,0.9,0.333,1.0,0.167,-0.209,0.42575,10,30,40
LTV1_HUMAN,0.587,0.8,0.5,1.0,0.033,0.264,0.42575,10,30,40
CWC22_HUMAN,0.587,0.9,0.4,1.0,0.0,0.199,0.42575,10,30,40
NU188_HUMAN,0.586,0.727,0.586,1.0,0.0,0.306,0.41345,11,29,40
PLCL2_HUMAN,0.586,0.5,0.812,1.0,0.031,0.188,0.474683,8,32,40
STBD1_HUMAN,0.584,0.333,0.968,1.0,0.065,0.244,0.456305,9,31,40
DPOD2_HUMAN,0.584,1.0,0.29,1.0,0.29,0.195,0.456305,9,31,40
MFSD6_HUMAN,0.584,0.778,0.484,1.0,0.0,0.01,0.456305,9,31,40
NPM3_HUMAN,0.583,0.9,0.367,1.0,0.2,0.491,0.444122,10,30,40
LYAM3_HUMAN,0.583,0.909,0.31,1.0,0.069,-0.287,0.430961,11,29,40
ATF6B_HUMAN,0.583,0.7,0.567,1.0,0.167,0.167,0.444122,10,30,40
SIGIR_HUMAN,0.581,0.667,0.645,1.0,0.0,0.047,0.47612,9,31,40
S35U4_HUMAN,0.58,0.727,0.517,1.0,0.103,0.29,0.448896,11,29,40
ZMYM3_HUMAN,0.58,0.7,0.567,1.0,0.1,0.167,0.462939,10,30,40
HAUS1_HUMAN,0.58,0.8,0.5,1.0,0.2,0.249,0.462939,10,30,40
SMAKA_HUMAN,0.578,0.875,0.375,1.0,0.125,0.151,0.516991,8,32,40
RRP8_HUMAN,0.577,0.6,0.7,1.0,0.0,0.095,0.482192,10,30,40
AL5AP_HUMAN,0.577,0.889,0.419,1.0,0.032,0.164,0.496398,9,31,40
ZMYM4_HUMAN,0.577,0.556,0.839,1.0,0.0,-0.122,0.496398,9,31,40
BOD1_HUMAN,0.577,0.7,0.533,1.0,0.167,0.164,0.482192,10,30,40
RIOX1_HUMAN,0.577,0.444,0.839,1.0,0.194,0.229,0.496398,9,31,40
CN119_HUMAN,0.577,0.8,0.467,1.0,0.2,0.209,0.482192,10,30,40
RIPK3_HUMAN,0.577,0.556,0.677,1.0,0.0,-0.204,0.496398,9,31,40
TOR1B_HUMAN,0.573,0.5,0.8,1.0,0.1,0.035,0.501872,10,30,40
RING1_HUMAN,0.573,0.889,0.387,1.0,0.194,0.163,0.517128,9,31,40
KFA_HUMAN,0.573,0.667,0.613,1.0,0.032,0.225,0.517128,9,31,40
HIRP3_HUMAN,0.571,0.455,0.862,1.0,0.103,-0.135,0.505164,11,29,40
S14L4_HUMAN,0.571,0.273,0.966,1.0,0.138,0.476,0.505164,11,29,40
RNBP6_HUMAN,0.57,0.8,0.467,1.0,0.033,-0.097,0.52197,10,30,40
CRADD_HUMAN,0.57,0.778,0.484,1.0,0.226,0.166,0.538297,9,31,40
KBTB4_HUMAN,0.57,0.5,0.867,1.0,0.0,-0.114,0.52197,10,30,40
WDR35_HUMAN,0.57,0.4,0.9,1.0,0.1,-0.256,0.52197,10,30,40
ATS1_HUMAN,0.57,0.375,0.875,1.0,0.125,0.253,0.561094,8,32,40
MED22_HUMAN,0.567,0.6,0.633,1.0,0.0,-0.138,0.542473,10,30,40
PIAS2_HUMAN,0.566,0.556,0.742,1.0,0.065,0.185,0.559893,9,31,40
HEXD_HUMAN,0.566,0.556,0.645,1.0,0.161,-0.15,0.559893,9,31,40
TPC6A_HUMAN,0.563,0.8,0.433,1.0,0.067,0.13,0.56337,10,30,40
CRYAA_HUMAN,0.563,0.667,0.71,1.0,0.065,-0.142,0.5819,9,31,40
SCFD2_HUMAN,0.563,0.7,0.633,1.0,0.0,0.024,0.56337,10,30,40
AP4E1_HUMAN,0.563,0.5,0.833,1.0,0.067,0.092,0.56337,10,30,40
AGRG1_HUMAN,0.562,0.75,0.5,1.0,0.25,-0.47,0.60687,8,32,40
ZN511_HUMAN,0.56,1.0,0.3,1.0,0.3,0.162,0.584648,10,30,40
INT4_HUMAN,0.56,0.6,0.8,1.0,0.0,0.149,0.584648,10,30,40
TWSG1_HUMAN,0.56,0.6,0.733,1.0,0.0,0.089,0.584648,10,30,40
CSCL1_HUMAN,0.559,0.333,1.0,1.0,0.065,-0.127,0.604303,9,31,40
TYK2_HUMAN,0.559,0.444,0.839,1.0,0.065,0.117,0.604303,9,31,40
3HAO_HUMAN,0.559,0.375,0.875,1.0,0.156,-0.148,0.630341,8,32,40
TRI22_HUMAN,0.559,0.25,1.0,1.0,0.062,-0.26,0.630341,8,32,40
PRR15_HUMAN,0.559,1.0,0.281,1.0,0.281,0.099,0.630341,8,32,40
ESPN_HUMAN,0.558,0.857,0.455,1.0,0.212,0.241,0.650539,7,33,40
WDR4_HUMAN,0.558,0.273,1.0,1.0,0.034,0.239,0.585599,11,29,40
NU160_HUMAN,0.558,0.545,0.69,1.0,0.034,0.133,0.585599,11,29,40
LOXL2_HUMAN,0.558,0.545,0.655,1.0,0.103,0.16,0.585599,11,29,40
S10A1_HUMAN,0.557,0.9,0.5,1.0,0.033,-0.466,0.606292,10,30,40
RASL1_HUMAN,0.557,0.8,0.467,1.0,0.033,-0.043,0.606292,10,30,40
EMP3_HUMAN,0.557,0.6,0.667,1.0,0.233,0.165,0.606292,10,30,40
MED21_HUMAN,0.557,0.9,0.3,1.0,0.0,-0.182,0.606292,10,30,40
PTPS_HUMAN,0.557,0.3,0.933,1.0,0.1,0.247,0.606292,10,30,40
SSF1_HUMAN,0.557,0.6,0.667,1.0,0.033,0.088,0.606292,10,30,40
PRR12_HUMAN,0.557,0.6,0.633,1.0,0.133,-0.107,0.606292,10,30,40
TRM2A_HUMAN,0.556,0.667,0.645,1.0,0.0,0.089,0.627085,9,31,40
FBXW2_HUMAN,0.555,0.636,0.552,1.0,0.069,-0.104,0.606599,11,29,40
TAP1_HUMAN,0.553,0.4,0.8,1.0,0.167,-0.192,0.628287,10,30,40
UFSP2_HUMAN,0.553,0.5,0.733,1.0,0.133,0.169,0.628287,10,30,40
INT6_HUMAN,0.553,0.5,0.767,1.0,0.0,0.146,0.628287,10,30,40
SLUR2_HUMAN,0.552,1.0,0.29,1.0,0.29,-0.814,0.650228,9,31,40
PP16A_HUMAN,0.552,0.889,0.387,1.0,0.226,-0.403,0.650228,9,31,40
CEMIP_HUMAN,0.55,0.9,0.3,1.0,0.133,-0.211,0.650618,10,30,40
STPAP_HUMAN,0.55,0.9,0.3,1.0,0.0,0.135,0.650618,10,30,40
PALD_HUMAN,0.55,0.2,1.0,1.0,0.033,-0.143,0.650618,10,30,40
TTC33_HUMAN,0.548,0.556,0.645,1.0,0.161,0.172,0.673714,9,31,40
SIK3_HUMAN,0.548,0.444,0.774,1.0,0.194,0.246,0.673714,9,31,40
KIF4A_HUMAN,0.547,0.9,0.433,1.0,0.233,0.249,0.673267,10,30,40
AHR_HUMAN,0.547,0.375,0.844,1.0,0.031,-0.218,0.70286,8,32,40
GMEB2_HUMAN,0.547,0.7,0.567,1.0,0.033,0.079,0.673267,10,30,40
LV949_HUMAN,0.545,0.778,0.452,1.0,0.226,0.192,0.697522,9,31,40
SRBD1_HUMAN,0.545,0.556,0.645,1.0,0.129,0.274,0.697522,9,31,40
DGLB_HUMAN,0.545,0.636,0.621,1.0,0.034,0.155,0.671519,11,29,40
T11L1_HUMAN,0.545,0.818,0.379,1.0,0.0,-0.086,0.671519,11,29,40
IP3KB_HUMAN,0.543,0.3,0.867,1.0,0.133,0.11,0.696215,10,30,40
ITPR2_HUMAN,0.543,0.8,0.433,1.0,0.133,0.258,0.696215,10,30,40
CC117_HUMAN,0.543,1.0,0.3,1.0,0.3,0.188,0.696215,10,30,40
RETN_HUMAN,0.543,1.0,0.267,1.0,0.267,-0.327,0.696215,10,30,40
ZN148_HUMAN,0.543,0.8,0.4,1.0,0.0,-0.031,0.696215,10,30,40
CKS2_HUMAN,0.542,0.727,0.517,1.0,0.069,0.131,0.693748,11,29,40
RB27B_HUMAN,0.541,1.0,0.194,1.0,0.194,-0.219,0.721632,9,31,40
TRI65_HUMAN,0.541,0.556,0.774,1.0,0.0,-0.029,0.721632,9,31,40
WDR55_HUMAN,0.54,0.6,0.567,1.0,0.1,0.015,0.719446,10,30,40
K2C4_HUMAN,0.539,1.0,0.219,1.0,0.219,-0.48,0.752742,8,32,40
GNTK_HUMAN,0.539,1.0,0.25,1.0,0.25,0.212,0.752742,8,32,40
MMP15_HUMAN,0.538,0.556,0.645,1.0,0.032,0.215,0.746022,9,31,40
BCL7A_HUMAN,0.538,1.0,0.226,1.0,0.226,0.224,0.746022,9,31,40
DYHC2_HUMAN,0.538,0.667,0.581,1.0,0.032,-0.031,0.746022,9,31,40
LRCH4_HUMAN,0.537,0.5,0.667,1.0,0.0,-0.018,0.742938,10,30,40
ERLN1_HUMAN,0.537,0.5,0.767,1.0,0.067,0.155,0.742938,10,30,40
HBE_HUMAN,0.537,0.8,0.433,1.0,0.0,0.337,0.742938,10,30,40
S39A6_HUMAN,0.537,0.5,0.767,1.0,0.133,-0.068,0.742938,10,30,40
SMG9_HUMAN,0.537,0.2,0.933,1.0,0.067,0.154,0.742938,10,30,40
ATP9A_HUMAN,0.536,0.364,0.897,1.0,0.034,-0.126,0.738989,11,29,40
IF122_HUMAN,0.534,1.0,0.161,1.0,0.161,-0.068,0.770669,9,31,40
CASP9_HUMAN,0.533,0.7,0.567,1.0,0.0,-0.043,0.766673,10,30,40
MEA1_HUMAN,0.533,0.636,0.586,1.0,0.0,-0.039,0.761964,11,29,40
SYNJ2_HUMAN,0.53,0.889,0.323,1.0,0.032,0.046,0.795549,9,31,40
DAPK3_HUMAN,0.53,0.4,0.8,1.0,0.033,-0.009,0.790628,10,30,40
VAMP2_HUMAN,0.53,0.8,0.4,1.0,0.0,-0.054,0.790628,10,30,40
VGLL4_HUMAN,0.53,0.667,0.548,1.0,0.065,0.082,0.795549,9,31,40
FOXP4_HUMAN,0.53,0.3,0.9,1.0,0.167,0.247,0.790628,10,30,40
ACBD6_HUMAN,0.53,0.7,0.533,1.0,0.033,0.029,0.790628,10,30,40
BUD13_HUMAN,0.53,0.5,0.733,1.0,0.067,-0.073,0.790628,10,30,40
K1C13_HUMAN,0.527,0.9,0.267,1.0,0.167,-0.524,0.814783,10,30,40
CE350_HUMAN,0.527,0.4,0.767,1.0,0.067,0.03,0.814783,10,30,40
MA1A2_HUMAN,0.523,0.9,0.3,1.0,0.1,-0.008,0.839115,10,30,40
T4S1_HUMAN,0.523,0.5,0.719,1.0,0.125,-0.051,0.855343,8,32,40
SCOT1_HUMAN,0.523,0.4,0.9,1.0,0.033,0.212,0.839115,10,30,40
NHSL1_HUMAN,0.523,0.6,0.6,1.0,0.067,0.081,0.839115,10,30,40
DC2L1_HUMAN,0.523,0.2,0.967,1.0,0.033,-0.031,0.839115,10,30,40
TRPM4_HUMAN,0.523,0.4,0.833,1.0,0.067,0.015,0.839115,10,30,40
CHAC2_HUMAN,0.523,0.3,0.867,1.0,0.1,0.124,0.839115,10,30,40
CNOT8_HUMAN,0.523,0.333,0.871,1.0,0.161,0.046,0.845915,9,31,40
ZFY26_HUMAN,0.52,1.0,0.281,1.0,0.281,0.166,0.881436,8,32,40
IQEC1_HUMAN,0.52,0.333,0.839,1.0,0.161,0.257,0.871349,9,31,40
MXRA8_HUMAN,0.52,0.636,0.552,1.0,0.0,0.02,0.855785,11,29,40
TCO2_HUMAN,0.519,1.0,0.273,1.0,0.273,-0.065,0.889296,7,33,40
CEBPZ_HUMAN,0.517,0.7,0.533,1.0,0.067,0.114,0.88822,10,30,40
TXLNG_HUMAN,0.517,0.8,0.5,1.0,0.133,-0.001,0.88822,10,30,40
AMPE_HUMAN,0.516,0.778,0.452,1.0,0.065,-0.013,0.896918,9,31,40
TM214_HUMAN,0.516,0.667,0.516,1.0,0.129,-0.007,0.896918,9,31,40
SMYD2_HUMAN,0.516,0.556,0.645,1.0,0.065,-0.015,0.896918,9,31,40
EYA2_HUMAN,0.515,0.143,1.0,1.0,0.121,0.227,0.91686,7,33,40
RAB17_HUMAN,0.515,0.571,0.606,1.0,0.152,0.088,0.91686,7,33,40
S7A6O_HUMAN,0.514,0.727,0.483,1.0,0.069,-0.006,0.903563,11,29,40
ZFAN5_HUMAN,0.513,0.9,0.333,1.0,0.167,0.052,0.912947,10,30,40
PHRF1_HUMAN,0.513,0.9,0.3,1.0,0.2,0.061,0.912947,10,30,40
TRM7_HUMAN,0.513,0.4,0.867,1.0,0.0,0.034,0.912947,10,30,40
LRWD1_HUMAN,0.513,0.8,0.367,1.0,0.067,0.076,0.912947,10,30,40
LORF1_HUMAN,0.513,0.9,0.267,1.0,0.167,0.135,0.912947,10,30,40
ELAP1_HUMAN,0.511,0.571,0.606,1.0,0.0,0.044,0.94452,7,33,40
XXLT1_HUMAN,0.511,0.273,0.897,1.0,0.0,-0.071,0.927595,11,29,40
CEAM8_HUMAN,0.51,1.0,0.267,1.0,0.267,-0.283,0.937759,10,30,40
MYCPP_HUMAN,0.51,0.4,0.867,1.0,0.0,-0.093,0.937759,10,30,40
MTMRE_HUMAN,0.51,0.4,0.833,1.0,0.067,0.004,0.937759,10,30,40
F169A_HUMAN,0.51,1.0,0.2,1.0,0.2,-0.082,0.937759,10,30,40
SMG5_HUMAN,0.509,0.333,0.839,1.0,0.065,0.024,0.948351,9,31,40
LRCH1_HUMAN,0.509,1.0,0.194,1.0,0.194,0.043,0.948351,9,31,40
LV403_HUMAN,0.508,0.818,0.448,1.0,0.207,-0.077,0.951693,11,29,40
BBS4_HUMAN,0.508,0.25,0.906,1.0,0.125,0.024,0.960354,8,32,40
AATF_HUMAN,0.508,0.455,0.69,1.0,0.0,-0.032,0.951693,11,29,40
NARF_HUMAN,0.507,0.2,0.933,1.0,0.033,-0.061,0.962631,10,30,40
TNAP3_HUMAN,0.505,0.444,0.742,1.0,0.097,0.046,0.974162,9,31,40
I5P1_HUMAN,0.505,0.556,0.613,1.0,0.129,-0.026,0.974162,9,31,40
CHP3_HUMAN,0.505,0.778,0.452,1.0,0.0,-0.13,0.974162,9,31,40
SMRD1_HUMAN,0.505,0.778,0.387,1.0,0.065,-0.011,0.974162,9,31,40
XPF_HUMAN,0.505,0.364,0.931,1.0,0.0,0.057,0.975836,11,29,40
AK1BA_HUMAN,0.503,0.5,0.733,1.0,0.033,0.248,0.98754,10,30,40
ZN888_HUMAN,0.503,0.9,0.433,1.0,0.033,-0.053,0.98754,10,30,40
AP3M2_HUMAN,0.503,0.4,0.767,1.0,0.033,-0.059,0.98754,10,30,40
C27C1_HUMAN,0.503,0.2,0.933,1.0,0.133,0.033,0.98754,10,30,40
CCD80_HUMAN,0.503,0.2,0.967,1.0,0.067,-0.146,0.98754,10,30,40
ATAT_HUMAN,0.502,0.636,0.552,1.0,0.069,0.021,1.0,11,29,40
TMC5_HUMAN,0.502,0.857,0.394,1.0,0.03,-0.087,1.0,7,33,40
F136A_HUMAN,0.5,0.3,0.867,1.0,0.133,0.002,1.0,10,30,40
HV383_HUMAN,0.796,0.889,0.633,1.0,0.4,-1.387,0.008049,9,30,39
PPA5_HUMAN,0.767,0.889,0.733,1.0,0.233,-0.654,0.017157,9,30,39
QCR1_HUMAN,0.766,0.75,0.806,1.0,0.258,0.815,0.020544,8,31,39
RB15B_HUMAN,0.754,0.75,0.839,1.0,0.129,0.542,0.027663,8,31,39
AAR2_HUMAN,0.748,0.778,0.733,1.0,0.5,0.516,0.026646,9,30,39
FER_HUMAN,0.738,0.75,0.71,1.0,0.323,0.447,0.04019,8,31,39
ALS2_HUMAN,0.734,0.7,0.759,1.0,0.241,0.455,0.029929,10,29,39
TMPS2_HUMAN,0.726,0.875,0.613,1.0,0.29,-0.847,0.052317,8,31,39
SLMAP_HUMAN,0.722,0.778,0.633,1.0,0.367,0.38,0.04733,9,30,39
ABL2_HUMAN,0.719,0.778,0.833,1.0,0.033,0.369,0.051176,9,30,39
SH3L2_HUMAN,0.714,0.5,0.931,1.0,0.207,-0.559,0.047923,10,29,39
CEBPB_HUMAN,0.71,1.0,0.484,1.0,0.484,0.545,0.072843,8,31,39
UTP25_HUMAN,0.707,0.7,0.724,1.0,0.103,0.307,0.055656,10,29,39
CR2_HUMAN,0.701,0.455,0.893,1.0,0.286,-0.729,0.054937,11,28,39
THOC1_HUMAN,0.7,0.6,0.862,1.0,0.241,0.505,0.064401,10,29,39
EXOS5_HUMAN,0.697,0.5,0.931,1.0,0.172,0.54,0.069182,10,29,39
MED17_HUMAN,0.693,0.556,0.833,1.0,0.0,0.333,0.08604,9,30,39
KDM3A_HUMAN,0.69,1.0,0.483,1.0,0.483,0.316,0.079618,10,29,39
SP17_HUMAN,0.683,0.8,0.621,1.0,0.276,-0.727,0.0913,10,29,39
DHX58_HUMAN,0.677,0.75,0.645,1.0,0.258,-0.302,0.132247,8,31,39
OX2G_HUMAN,0.674,1.0,0.469,1.0,0.469,-0.489,0.16226,7,32,39
MAT1_HUMAN,0.67,1.0,0.333,1.0,0.333,0.416,0.129351,9,30,39
TP4A1_HUMAN,0.669,0.875,0.548,1.0,0.129,0.505,0.151558,8,31,39
EXOS3_HUMAN,0.669,0.9,0.586,1.0,0.241,0.566,0.118778,10,29,39
MDEAS_HUMAN,0.667,0.889,0.467,1.0,0.3,0.251,0.137986,9,30,39
GEMI8_HUMAN,0.666,0.8,0.586,1.0,0.172,0.422,0.126572,10,29,39
IRAK1_HUMAN,0.663,1.0,0.367,1.0,0.367,0.3,0.147059,9,30,39
AKIB1_HUMAN,0.663,0.667,0.767,1.0,0.1,-0.237,0.147059,9,30,39
GCP5_HUMAN,0.662,0.8,0.69,1.0,0.069,0.345,0.134759,10,29,39
DLGP5_HUMAN,0.659,0.9,0.448,1.0,0.172,0.478,0.143349,10,29,39
ERI1_HUMAN,0.659,0.7,0.724,1.0,0.0,0.394,0.143349,10,29,39
NIPS2_HUMAN,0.656,0.444,0.933,1.0,0.067,0.471,0.166563,9,30,39
SYNE1_HUMAN,0.656,0.444,0.9,1.0,0.2,-0.235,0.166563,9,30,39
RTN4R_HUMAN,0.656,0.333,0.967,1.0,0.2,-0.575,0.166563,9,30,39
ANGI_HUMAN,0.655,0.8,0.552,1.0,0.103,-0.355,0.152353,10,29,39
PPBN_HUMAN,0.653,0.5,0.839,1.0,0.258,-1.746,0.196199,8,31,39
SPN1_HUMAN,0.652,0.778,0.567,1.0,0.133,0.399,0.177016,9,30,39
QCR2_HUMAN,0.652,0.667,0.7,1.0,0.1,0.627,0.177016,9,30,39
REQU_HUMAN,0.652,0.9,0.517,1.0,0.207,-0.467,0.161781,10,29,39
GPN3_HUMAN,0.652,0.6,0.793,1.0,0.0,0.233,0.161781,10,29,39
GDN_HUMAN,0.649,1.0,0.387,1.0,0.387,-0.788,0.208669,8,31,39
PRAME_HUMAN,0.648,0.7,0.724,1.0,0.0,0.307,0.171643,10,29,39
BORG5_HUMAN,0.648,0.9,0.448,1.0,0.172,0.409,0.171643,10,29,39
PYRD1_HUMAN,0.648,0.8,0.655,1.0,0.0,0.107,0.171643,10,29,39
CEAM5_HUMAN,0.645,0.8,0.586,1.0,0.207,-1.341,0.181948,10,29,39
KI16B_HUMAN,0.645,0.6,0.793,1.0,0.103,0.345,0.181948,10,29,39
STAR5_HUMAN,0.645,0.75,0.71,1.0,0.0,0.327,0.221681,8,31,39
PSF2_HUMAN,0.643,0.909,0.5,1.0,0.321,0.337,0.174588,11,28,39
RASF7_HUMAN,0.637,0.778,0.6,1.0,0.033,0.23,0.223731,9,30,39
GDAP2_HUMAN,0.637,0.375,0.968,1.0,0.194,0.426,0.249347,8,31,39
CDHR2_HUMAN,0.634,0.6,0.724,1.0,0.207,-0.656,0.215609,10,29,39
INT8_HUMAN,0.633,0.556,0.767,1.0,0.1,0.36,0.236677,9,30,39
TARB1_HUMAN,0.63,0.444,0.9,1.0,0.1,0.418,0.250144,9,30,39
XDH_HUMAN,0.629,0.5,0.839,1.0,0.129,0.877,0.279236,8,31,39
FANCI_HUMAN,0.628,0.8,0.621,1.0,0.276,0.448,0.24041,10,29,39
LV223_HUMAN,0.627,0.727,0.571,1.0,0.0,-0.54,0.229533,11,28,39
PRI1_HUMAN,0.624,0.6,0.724,1.0,0.172,0.311,0.253537,10,29,39
EMSY_HUMAN,0.624,0.8,0.483,1.0,0.103,-0.264,0.253537,10,29,39
MED24_HUMAN,0.622,1.0,0.3,1.0,0.3,0.51,0.27866,9,30,39
EST1A_HUMAN,0.622,1.0,0.3,1.0,0.3,0.33,0.27866,9,30,39
MIPT3_HUMAN,0.622,0.889,0.533,1.0,0.133,-0.369,0.27866,9,30,39
CASPA_HUMAN,0.622,0.778,0.5,1.0,0.033,0.243,0.27866,9,30,39
BAZ1A_HUMAN,0.621,0.7,0.69,1.0,0.103,0.224,0.267156,10,29,39
ARAP3_HUMAN,0.62,0.556,0.833,1.0,0.1,-0.31,0.286098,9,30,39
HM20A_HUMAN,0.617,0.8,0.483,1.0,0.138,0.323,0.281269,10,29,39
ASF1B_HUMAN,0.614,0.9,0.483,1.0,0.31,0.34,0.29588,10,29,39
AKA11_HUMAN,0.614,0.4,0.828,1.0,0.069,0.266,0.29588,10,29,39
ABCD3_HUMAN,0.611,0.889,0.433,1.0,0.0,0.256,0.325443,9,30,39
DDA1_HUMAN,0.611,0.556,0.767,1.0,0.267,0.241,0.325443,9,30,39
ODR4_HUMAN,0.607,0.4,0.862,1.0,0.0,0.243,0.326601,10,29,39
CAPS2_HUMAN,0.607,0.571,0.719,1.0,0.25,-0.157,0.398063,7,32,39
NOC3L_HUMAN,0.607,0.6,0.69,1.0,0.069,0.247,0.326601,10,29,39
FRAS1_HUMAN,0.605,0.875,0.516,1.0,0.323,0.165,0.382357,8,31,39
TBC16_HUMAN,0.605,0.625,0.645,1.0,0.194,0.216,0.382357,8,31,39
PAXI1_HUMAN,0.604,0.778,0.467,1.0,0.133,0.261,0.359317,9,30,39
HPS5_HUMAN,0.604,0.667,0.567,1.0,0.2,0.303,0.359317,9,30,39
AP4B1_HUMAN,0.604,0.667,0.633,1.0,0.133,0.213,0.359317,9,30,39
MTX3_HUMAN,0.603,0.6,0.724,1.0,0.034,0.187,0.342712,10,29,39
MMTA2_HUMAN,0.603,0.9,0.414,1.0,0.103,0.272,0.342712,10,29,39
CLPB_HUMAN,0.601,0.545,0.786,1.0,0.071,0.294,0.341155,11,28,39
IFT80_HUMAN,0.601,0.5,0.774,1.0,0.129,-0.267,0.401482,8,31,39
HELZ_HUMAN,0.6,0.556,0.767,1.0,0.067,0.245,0.377056,9,30,39
PDCD2_HUMAN,0.6,0.8,0.448,1.0,0.0,0.219,0.359323,10,29,39
NOL9_HUMAN,0.6,0.5,0.759,1.0,0.069,0.255,0.359323,10,29,39
PHF23_HUMAN,0.6,1.0,0.3,1.0,0.3,0.356,0.377056,9,30,39
MISP_HUMAN,0.598,0.714,0.688,1.0,0.0,0.159,0.439825,7,32,39
DXO_HUMAN,0.597,0.7,0.552,1.0,0.207,-0.293,0.37643,10,29,39
FNDC1_HUMAN,0.597,0.6,0.724,1.0,0.034,0.316,0.37643,10,29,39
KHNYN_HUMAN,0.596,1.0,0.3,1.0,0.3,0.222,0.395325,9,30,39
SMG7_HUMAN,0.593,0.6,0.724,1.0,0.0,0.17,0.394031,10,29,39
UIF_HUMAN,0.593,0.5,0.793,1.0,0.207,-0.189,0.394031,10,29,39
RPAP2_HUMAN,0.591,0.727,0.643,1.0,0.071,0.258,0.39075,11,28,39
RIOK1_HUMAN,0.59,0.7,0.621,1.0,0.034,0.221,0.412121,10,29,39
PEAK1_HUMAN,0.59,0.5,0.759,1.0,0.0,-0.137,0.412121,10,29,39
MBD1_HUMAN,0.59,0.9,0.345,1.0,0.069,0.306,0.412121,10,29,39
S27A4_HUMAN,0.589,0.444,0.933,1.0,0.1,0.287,0.433431,9,30,39
KCTD1_HUMAN,0.589,0.444,0.8,1.0,0.233,-0.385,0.433431,9,30,39
YIPF4_HUMAN,0.588,0.455,0.786,1.0,0.143,0.421,0.408209,11,28,39
HM20B_HUMAN,0.586,0.2,1.0,1.0,0.138,0.355,0.430695,10,29,39
ANO6_HUMAN,0.585,0.444,0.867,1.0,0.033,-0.272,0.453255,9,30,39
SULF2_HUMAN,0.585,0.778,0.467,1.0,0.167,-0.24,0.453255,9,30,39
