Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
FER_HUMAN,0.679,0.649,0.778,1.0,0.0,-0.358,0.102322,37,9,46
KDM3A_HUMAN,0.676,0.946,0.444,1.0,0.111,-0.396,0.108272,37,9,46
CDHR2_HUMAN,0.673,0.8,0.545,1.0,0.091,0.718,0.0892,35,11,46
DDX10_HUMAN,0.67,0.892,0.556,1.0,0.111,-0.489,0.120991,37,9,46
CTU1_HUMAN,0.67,0.6,0.818,0.971,0.182,0.303,0.094154,35,11,46
ZDHC5_HUMAN,0.67,0.919,0.444,0.973,0.111,0.426,0.120991,37,9,46
IFT80_HUMAN,0.67,0.919,0.444,1.0,0.0,0.353,0.120991,37,9,46
HSPB8_HUMAN,0.67,0.667,0.714,1.0,0.0,0.653,0.162897,39,7,46
SMRD1_HUMAN,0.668,0.947,0.5,0.974,0.375,-0.599,0.145733,38,8,46
MDEAS_HUMAN,0.667,0.838,0.556,0.973,0.333,-0.386,0.127774,37,9,46
DCNL3_HUMAN,0.667,0.892,0.444,0.973,0.222,0.574,0.127774,37,9,46
IP3KB_HUMAN,0.664,0.784,0.667,1.0,0.0,0.32,0.13485,37,9,46
SEM4A_HUMAN,0.658,0.757,0.556,1.0,0.111,0.449,0.149905,37,9,46
BCAT2_HUMAN,0.655,1.0,0.364,1.0,0.364,-0.46,0.12867,35,11,46
HELZ_HUMAN,0.655,0.865,0.444,1.0,0.111,-0.343,0.157897,37,9,46
RASF7_HUMAN,0.655,0.703,0.778,1.0,0.222,-0.279,0.157897,37,9,46
NFRKB_HUMAN,0.655,0.816,0.5,1.0,0.125,-0.318,0.18135,38,8,46
PMGT1_HUMAN,0.655,0.324,1.0,0.973,0.111,0.383,0.157897,37,9,46
TCO2_HUMAN,0.652,0.459,1.0,1.0,0.0,0.545,0.166209,37,9,46
AL5AP_HUMAN,0.646,0.865,0.444,0.973,0.222,0.707,0.183812,37,9,46
LV223_HUMAN,0.644,0.861,0.5,0.972,0.2,-0.678,0.170217,36,10,46
T3HPD_HUMAN,0.644,0.314,1.0,1.0,0.182,-0.539,0.15667,35,11,46
RTN4R_HUMAN,0.643,1.0,0.333,1.0,0.333,0.606,0.193115,37,9,46
PRG2_HUMAN,0.642,0.657,0.727,1.0,0.0,-0.38,0.164344,35,11,46
GDF15_HUMAN,0.642,0.361,1.0,0.972,0.2,0.568,0.178666,36,10,46
MKRN1_HUMAN,0.642,0.771,0.545,0.971,0.091,0.338,0.164344,35,11,46
PIAS2_HUMAN,0.641,0.789,0.625,0.974,0.125,-0.364,0.222764,38,8,46
RHG08_HUMAN,0.641,0.789,0.625,1.0,0.125,0.381,0.222764,38,8,46
TRFM_HUMAN,0.64,0.514,0.778,0.973,0.222,0.615,0.202759,37,9,46
FACD2_HUMAN,0.639,0.833,0.6,0.972,0.2,-0.474,0.187422,36,10,46
PDXL2_HUMAN,0.637,0.568,0.778,1.0,0.111,0.624,0.21275,37,9,46
RNBP6_HUMAN,0.636,0.5,0.8,0.972,0.1,-0.338,0.196491,36,10,46
PDE3A_HUMAN,0.636,0.694,0.7,0.972,0.3,0.497,0.196491,36,10,46
STK11_HUMAN,0.636,0.639,0.7,1.0,0.2,0.419,0.196491,36,10,46
YIPF4_HUMAN,0.636,0.571,0.727,1.0,0.091,-0.367,0.180536,35,11,46
BBS4_HUMAN,0.635,0.5,0.875,1.0,0.0,0.366,0.245734,38,8,46
PTN18_HUMAN,0.635,0.526,0.875,1.0,0.0,0.292,0.245734,38,8,46
DLGP5_HUMAN,0.633,0.889,0.5,1.0,0.1,-0.554,0.205878,36,10,46
PGAM2_HUMAN,0.632,0.371,0.909,1.0,0.091,-0.371,0.193424,35,11,46
KRI1_HUMAN,0.631,0.694,0.7,0.972,0.3,-0.481,0.215586,36,10,46
ASF1B_HUMAN,0.631,0.73,0.556,1.0,0.0,-0.41,0.233787,37,9,46
GNA14_HUMAN,0.628,0.711,0.625,1.0,0.0,0.3,0.270246,38,8,46
CP131_HUMAN,0.628,0.583,0.8,1.0,0.1,0.232,0.22562,36,10,46
PRI1_HUMAN,0.625,0.811,0.667,1.0,0.111,-0.337,0.256258,37,9,46
C27C1_HUMAN,0.625,0.694,0.6,0.972,0.2,-0.371,0.235983,36,10,46
MISP_HUMAN,0.625,0.816,0.5,1.0,0.25,0.799,0.283085,38,8,46
NGDN_HUMAN,0.625,0.73,0.556,0.973,0.111,-0.296,0.256258,37,9,46
RRP8_HUMAN,0.622,0.568,0.778,1.0,0.222,-0.215,0.268038,37,9,46
CEBPB_HUMAN,0.622,0.556,0.7,0.972,0.1,-0.38,0.246678,36,10,46
ZN511_HUMAN,0.622,0.639,0.7,1.0,0.0,-0.262,0.246678,36,10,46
ABCB9_HUMAN,0.622,0.568,0.778,1.0,0.111,-0.5,0.268038,37,9,46
MMP15_HUMAN,0.618,0.368,1.0,0.974,0.125,0.398,0.309935,38,8,46
RIPL2_HUMAN,0.618,0.395,1.0,1.0,0.0,0.326,0.309935,38,8,46
FHI1A_HUMAN,0.615,0.947,0.5,1.0,0.125,0.151,0.323945,38,8,46
CASP9_HUMAN,0.614,0.361,0.9,1.0,0.0,-0.277,0.280783,36,10,46
DDA1_HUMAN,0.614,0.778,0.6,1.0,0.2,0.213,0.280783,36,10,46
ARVC_HUMAN,0.613,1.0,0.333,1.0,0.333,0.498,0.305589,37,9,46
RETN_HUMAN,0.613,0.811,0.444,1.0,0.0,0.431,0.305589,37,9,46
ATX1L_HUMAN,0.611,0.917,0.4,1.0,0.0,-0.057,0.292831,36,10,46
ZFY26_HUMAN,0.611,0.861,0.4,0.972,0.1,-0.391,0.292831,36,10,46
UFSP2_HUMAN,0.61,0.919,0.333,1.0,0.111,-0.342,0.318846,37,9,46
VAMP2_HUMAN,0.608,0.611,0.7,0.972,0.1,0.367,0.305221,36,10,46
CDYL_HUMAN,0.608,0.972,0.3,0.972,0.3,-0.34,0.305221,36,10,46
KHNYN_HUMAN,0.604,0.405,0.889,1.0,0.111,0.079,0.346473,37,9,46
CRCC2_HUMAN,0.604,0.769,0.571,1.0,0.0,-0.406,0.400031,39,7,46
ATM_HUMAN,0.603,0.611,0.7,1.0,0.1,0.169,0.331032,36,10,46
TTC33_HUMAN,0.603,0.333,0.9,1.0,0.1,0.157,0.331032,36,10,46
HEAT1_HUMAN,0.603,0.889,0.4,1.0,0.2,-0.419,0.331032,36,10,46
SRCRL_HUMAN,0.6,0.778,0.5,0.972,0.2,0.305,0.344451,36,10,46
LZTS2_HUMAN,0.6,0.694,0.6,1.0,0.0,0.217,0.344451,36,10,46
S12A7_HUMAN,0.599,0.5,0.75,0.974,0.125,-0.207,0.399801,38,8,46
ARAP3_HUMAN,0.598,0.541,0.778,1.0,0.0,0.216,0.375563,37,9,46
YETS4_HUMAN,0.595,0.73,0.667,1.0,0.0,0.06,0.390681,37,9,46
AKA11_HUMAN,0.595,0.857,0.455,1.0,0.091,-0.208,0.353889,35,11,46
TM165_HUMAN,0.594,0.806,0.5,1.0,0.1,0.46,0.372315,36,10,46
RING1_HUMAN,0.592,0.973,0.333,0.973,0.333,-0.188,0.406147,37,9,46
QSOX2_HUMAN,0.592,0.943,0.364,1.0,0.182,0.278,0.367418,35,11,46
ADEC1_HUMAN,0.589,0.333,1.0,0.972,0.2,0.231,0.401535,36,10,46
GEMI8_HUMAN,0.589,1.0,0.222,1.0,0.222,-0.333,0.421973,37,9,46
PSF2_HUMAN,0.587,0.886,0.455,1.0,0.0,-0.266,0.395427,35,11,46
NDUA4_HUMAN,0.586,0.649,0.667,1.0,0.111,0.482,0.438154,37,9,46
VIP1_HUMAN,0.586,0.556,0.7,1.0,0.0,0.166,0.416648,36,10,46
XXLT1_HUMAN,0.586,0.639,0.7,0.972,0.1,-0.247,0.416648,36,10,46
ANLN_HUMAN,0.586,0.639,0.7,0.972,0.2,-0.06,0.416648,36,10,46
RPA2_HUMAN,0.583,0.892,0.444,1.0,0.222,-0.21,0.454687,37,9,46
BACH1_HUMAN,0.578,0.361,0.9,1.0,0.1,-0.165,0.46395,36,10,46
OGFD1_HUMAN,0.578,0.306,0.9,1.0,0.1,-0.309,0.46395,36,10,46
NSE3_HUMAN,0.578,0.944,0.4,0.972,0.3,0.193,0.46395,36,10,46
GPN3_HUMAN,0.578,0.528,0.7,1.0,0.1,-0.319,0.46395,36,10,46
CDK13_HUMAN,0.577,0.784,0.556,1.0,0.333,-0.144,0.488784,37,9,46
S11IP_HUMAN,0.577,0.378,1.0,1.0,0.0,0.176,0.488784,37,9,46
FOXK2_HUMAN,0.576,0.947,0.375,0.974,0.25,-0.478,0.521559,38,8,46
DPH6_HUMAN,0.575,0.889,0.4,1.0,0.2,0.129,0.480358,36,10,46
DHX58_HUMAN,0.574,0.459,0.778,0.973,0.222,0.138,0.506335,37,9,46
T11L1_HUMAN,0.574,0.595,0.778,0.973,0.111,0.133,0.506335,37,9,46
TSSC4_HUMAN,0.574,0.865,0.444,1.0,0.0,-0.175,0.506335,37,9,46
FRAS1_HUMAN,0.572,0.263,1.0,1.0,0.0,0.254,0.54033,38,8,46
DPOLA_HUMAN,0.568,0.865,0.444,1.0,0.111,-0.231,0.542408,37,9,46
QCR1_HUMAN,0.568,0.541,0.667,0.973,0.111,-0.222,0.542408,37,9,46
REQU_HUMAN,0.567,0.806,0.5,1.0,0.0,0.111,0.531425,36,10,46
VRK2_HUMAN,0.565,0.919,0.333,0.973,0.111,0.2,0.560913,37,9,46
SH3L2_HUMAN,0.564,0.5,0.7,1.0,0.0,0.169,0.549038,36,10,46
BCL7A_HUMAN,0.562,0.868,0.5,1.0,0.0,-0.273,0.598511,38,8,46
CACL1_HUMAN,0.561,0.889,0.4,0.972,0.2,-0.014,0.566936,36,10,46
BUD13_HUMAN,0.561,0.528,0.7,1.0,0.0,0.132,0.566936,36,10,46
TNR12_HUMAN,0.559,0.342,1.0,1.0,0.0,-0.178,0.618493,38,8,46
SCFD2_HUMAN,0.558,0.722,0.5,1.0,0.1,0.169,0.585108,36,10,46
GDN_HUMAN,0.556,0.711,0.5,0.974,0.125,0.249,0.63875,38,8,46
MTHSD_HUMAN,0.556,0.639,0.6,0.972,0.1,0.047,0.603546,36,10,46
RPC4_HUMAN,0.553,0.806,0.5,0.972,0.1,0.0,0.622241,36,10,46
UB2E1_HUMAN,0.553,0.73,0.556,0.973,0.222,-0.236,0.637836,37,9,46
NHSL1_HUMAN,0.553,0.865,0.333,1.0,0.0,0.13,0.637836,37,9,46
LAR1B_HUMAN,0.553,0.811,0.444,1.0,0.222,0.231,0.637836,37,9,46
PP16A_HUMAN,0.553,0.684,0.625,0.974,0.25,0.174,0.65927,38,8,46
RAB17_HUMAN,0.553,0.615,0.571,1.0,0.0,0.094,0.675111,39,7,46
TM87A_HUMAN,0.55,0.583,0.7,1.0,0.1,0.244,0.641183,36,10,46
TYK2_HUMAN,0.549,0.842,0.375,1.0,0.0,-0.159,0.680038,38,8,46
ANGI_HUMAN,0.547,0.806,0.4,1.0,0.0,0.136,0.660361,36,10,46
BTK_HUMAN,0.547,0.865,0.444,1.0,0.111,0.092,0.677888,37,9,46
SUFU_HUMAN,0.547,0.444,0.9,1.0,0.1,-0.193,0.660361,36,10,46
THOC1_HUMAN,0.546,0.947,0.375,0.974,0.25,-0.198,0.701043,38,8,46
XPC_HUMAN,0.544,0.892,0.333,1.0,0.0,-0.02,0.69827,37,9,46
GIPC2_HUMAN,0.544,0.459,0.778,0.973,0.111,0.003,0.69827,37,9,46
FANCI_HUMAN,0.542,0.778,0.5,1.0,0.1,-0.269,0.699384,36,10,46
RPAP2_HUMAN,0.54,0.629,0.545,1.0,0.0,-0.048,0.699289,35,11,46
SCOT1_HUMAN,0.539,0.333,0.9,1.0,0.0,-0.116,0.719205,36,10,46
MMTA2_HUMAN,0.538,0.649,0.667,1.0,0.0,0.002,0.73968,37,9,46
FDFT_HUMAN,0.533,0.368,1.0,0.974,0.125,-0.147,0.787136,38,8,46
SIGIR_HUMAN,0.533,0.289,1.0,1.0,0.125,0.256,0.787136,38,8,46
ZN512_HUMAN,0.533,0.944,0.3,0.972,0.2,-0.121,0.759408,36,10,46
CE350_HUMAN,0.532,0.973,0.222,0.973,0.222,-0.102,0.781859,37,9,46
CS012_HUMAN,0.532,0.886,0.364,0.971,0.091,-0.004,0.757303,35,11,46
KBTB4_HUMAN,0.532,0.324,0.889,1.0,0.111,-0.046,0.781859,37,9,46
HV383_HUMAN,0.531,0.278,0.9,1.0,0.0,-0.058,0.779763,36,10,46
CTF18_HUMAN,0.531,0.972,0.2,0.972,0.2,-0.122,0.779763,36,10,46
PRR12_HUMAN,0.53,0.868,0.375,1.0,0.0,-0.022,0.809101,38,8,46
TPC2A_HUMAN;TPC2B_HUMAN,0.529,0.351,0.889,1.0,0.111,-0.091,0.8032,37,9,46
ABCD3_HUMAN,0.529,0.486,0.778,0.973,0.111,-0.072,0.8032,37,9,46
ZMYM4_HUMAN,0.529,0.973,0.333,0.973,0.333,0.236,0.8032,37,9,46
MA1A2_HUMAN,0.528,0.333,0.9,1.0,0.0,0.075,0.800271,36,10,46
AP3M2_HUMAN,0.526,0.658,0.625,1.0,0.0,-0.073,0.831214,38,8,46
S2513_HUMAN,0.526,0.811,0.444,1.0,0.0,-0.003,0.824689,37,9,46
ZN687_HUMAN,0.525,0.722,0.4,0.972,0.1,-0.058,0.820918,36,10,46
HPS3_HUMAN,0.525,0.861,0.4,0.972,0.2,-0.066,0.820918,36,10,46
MAT1_HUMAN,0.523,0.763,0.5,1.0,0.0,-0.021,0.853454,38,8,46
CCD97_HUMAN,0.523,0.622,0.556,1.0,0.0,-0.057,0.84631,37,9,46
AGAP1_HUMAN,0.523,0.243,1.0,1.0,0.0,-0.136,0.84631,37,9,46
S14L4_HUMAN,0.522,0.75,0.5,1.0,0.1,-0.1,0.841689,36,10,46
TASOR_HUMAN,0.522,0.278,1.0,1.0,0.0,-0.102,0.841689,36,10,46
ESPN_HUMAN,0.521,0.75,0.5,0.95,0.167,-0.019,0.886267,40,6,46
SEM3F_HUMAN,0.52,0.189,1.0,1.0,0.0,0.149,0.868048,37,9,46
SPCS1_HUMAN,0.52,0.184,1.0,0.974,0.125,-0.191,0.875808,38,8,46
BCL9_HUMAN,0.517,0.472,0.7,0.972,0.2,0.039,0.883549,36,10,46
AMPE_HUMAN,0.517,0.861,0.3,1.0,0.0,0.09,0.883549,36,10,46
TAP1_HUMAN,0.517,0.222,1.0,1.0,0.0,0.205,0.883549,36,10,46
ATG9A_HUMAN,0.517,1.0,0.182,1.0,0.182,0.092,0.877206,35,11,46
EST1A_HUMAN,0.517,0.25,1.0,1.0,0.1,-0.163,0.883549,36,10,46
NOC3L_HUMAN,0.517,0.889,0.4,1.0,0.2,0.037,0.883549,36,10,46
PYRD1_HUMAN,0.517,0.75,0.5,1.0,0.0,-0.045,0.883549,36,10,46
HPS5_HUMAN,0.517,0.25,0.9,1.0,0.1,-0.142,0.883549,36,10,46
UTP25_HUMAN,0.514,0.944,0.5,1.0,0.2,-0.128,0.90461,36,10,46
NSUN6_HUMAN,0.514,0.378,0.778,1.0,0.111,-0.046,0.911807,37,9,46
NCLN_HUMAN,0.514,0.833,0.4,1.0,0.1,-0.2,0.90461,36,10,46
ZC4H2_HUMAN,0.514,0.583,0.6,1.0,0.0,0.102,0.90461,36,10,46
MED24_HUMAN,0.511,0.865,0.333,1.0,0.111,-0.012,0.933796,37,9,46
3HAO_HUMAN,0.511,0.306,0.9,1.0,0.0,-0.147,0.925737,36,10,46
BORG5_HUMAN,0.511,0.417,0.8,1.0,0.0,-0.002,0.925737,36,10,46
LRCH1_HUMAN,0.511,0.703,0.556,1.0,0.111,-0.027,0.933796,37,9,46
NU188_HUMAN,0.509,0.4,0.818,0.971,0.182,-0.187,0.93842,35,11,46
SMG7_HUMAN,0.509,0.943,0.273,0.971,0.182,0.081,0.93842,35,11,46
IRAK1_HUMAN,0.508,0.676,0.556,1.0,0.0,0.103,0.955836,37,9,46
PJA1_HUMAN,0.508,0.75,0.4,0.972,0.1,0.002,0.946918,36,10,46
TBC16_HUMAN,0.508,0.622,0.667,1.0,0.0,0.078,0.955836,37,9,46
MED17_HUMAN,0.508,0.944,0.4,0.972,0.2,-0.07,0.946918,36,10,46
PALM_HUMAN,0.506,0.829,0.364,1.0,0.0,0.132,0.958924,35,11,46
NAA40_HUMAN,0.506,0.972,0.2,0.972,0.2,-0.183,0.968136,36,10,46
CASPA_HUMAN,0.506,0.694,0.5,1.0,0.0,-0.007,0.968136,36,10,46
RINT1_HUMAN,0.505,0.432,0.778,1.0,0.0,-0.011,0.97791,37,9,46
F169A_HUMAN,0.505,0.351,0.889,1.0,0.0,-0.035,0.97791,37,9,46
CETN3_HUMAN,0.503,0.184,1.0,1.0,0.0,0.012,0.988666,38,8,46
BICD1_HUMAN,0.502,0.838,0.333,0.973,0.111,0.03,1.0,37,9,46
TM9S2_HUMAN,0.501,0.286,0.818,0.971,0.091,0.066,1.0,35,11,46
LV537_HUMAN,0.5,0.611,0.5,1.0,0.1,0.101,1.0,36,10,46
TRPT1_HUMAN,0.5,0.306,0.9,0.972,0.1,0.034,1.0,36,10,46
GLT10_HUMAN,0.872,0.711,1.0,1.0,0.143,1.486,0.000983,38,7,45
SP17_HUMAN,0.855,0.784,0.875,0.973,0.25,1.446,0.001025,37,8,45
SMAKA_HUMAN,0.812,0.737,0.857,0.974,0.286,1.067,0.007562,38,7,45
ZN593_HUMAN,0.801,0.757,0.75,0.973,0.375,-1.041,0.006751,37,8,45
BBS2_HUMAN,0.797,0.6,0.9,0.971,0.4,0.628,0.004719,35,10,45
MANS1_HUMAN,0.784,0.811,0.75,1.0,0.125,0.764,0.011108,37,8,45
L1CAM_HUMAN,0.773,0.912,0.727,0.971,0.545,-1.677,0.007348,34,11,45
CEAM5_HUMAN,0.762,0.861,0.667,1.0,0.222,2.108,0.016498,36,9,45
GRIN3_HUMAN,0.756,0.944,0.556,1.0,0.222,0.784,0.019234,36,9,45
MELPH_HUMAN,0.756,0.872,0.833,1.0,0.0,0.732,0.044973,39,6,45
LYSM1_HUMAN,0.744,0.722,0.778,1.0,0.0,0.505,0.025917,36,9,45
BBS1_HUMAN,0.743,0.886,0.6,1.0,0.1,0.645,0.021059,35,10,45
CGNL1_HUMAN,0.735,0.821,0.667,0.974,0.333,0.78,0.068027,39,6,45
RPC5_HUMAN,0.735,0.694,0.778,0.972,0.333,-0.518,0.032167,36,9,45
LPXN_HUMAN,0.734,0.857,0.6,0.971,0.2,0.674,0.026079,35,10,45
SDCB2_HUMAN,0.733,0.684,0.857,1.0,0.0,0.907,0.052735,38,7,45
HAUS8_HUMAN,0.731,0.417,1.0,1.0,0.111,-0.615,0.034519,36,9,45
ATG4C_HUMAN,0.729,0.829,0.6,1.0,0.1,0.403,0.029975,35,10,45
SPT33_HUMAN,0.722,0.583,0.889,1.0,0.0,0.702,0.042476,36,9,45
ZN330_HUMAN,0.722,0.528,0.889,0.972,0.333,0.484,0.042476,36,9,45
TRPM4_HUMAN,0.72,0.757,0.875,1.0,0.0,0.53,0.054367,37,8,45
SFRP1_HUMAN,0.719,0.667,0.778,1.0,0.444,1.021,0.045451,36,9,45
KIF15_HUMAN,0.7,0.571,0.8,0.971,0.4,-0.485,0.057773,35,10,45
ELAP1_HUMAN,0.695,0.366,1.0,1.0,0.25,0.725,0.218182,41,4,45
CASL_HUMAN,0.693,0.73,0.625,1.0,0.25,-0.595,0.09393,37,8,45
PMM1_HUMAN,0.692,0.579,0.857,0.974,0.143,0.483,0.115241,38,7,45
PRGR_HUMAN,0.688,0.744,0.667,1.0,0.0,0.739,0.149771,39,6,45
RPA43_HUMAN,0.688,0.583,0.778,0.972,0.111,-0.405,0.086034,36,9,45
RC3H2_HUMAN,0.688,0.667,0.778,0.972,0.222,-0.334,0.086034,36,9,45
I5P1_HUMAN,0.685,0.667,0.778,0.972,0.111,0.36,0.091349,36,9,45
TNAP3_HUMAN,0.682,0.676,0.875,1.0,0.0,0.207,0.113451,37,8,45
DNSL1_HUMAN,0.672,0.784,0.625,0.973,0.125,0.616,0.135884,37,8,45
CRADD_HUMAN,0.672,0.514,1.0,1.0,0.0,0.389,0.135884,37,8,45
GSTA4_HUMAN,0.669,0.514,0.875,0.973,0.25,-0.581,0.144047,37,8,45
F120C_HUMAN,0.669,0.703,0.75,0.973,0.25,0.364,0.144047,37,8,45
RPA49_HUMAN,0.667,0.889,0.444,1.0,0.222,-0.534,0.128996,36,9,45
GORAB_HUMAN,0.663,0.486,0.9,1.0,0.1,0.325,0.122951,35,10,45
SDK1_HUMAN,0.66,0.457,1.0,1.0,0.0,0.251,0.129721,35,10,45
MBOA5_HUMAN,0.659,0.432,0.875,1.0,0.0,-0.348,0.170688,37,8,45
ZSWM8_HUMAN,0.657,0.457,1.0,1.0,0.1,-0.322,0.136777,35,10,45
NIPS2_HUMAN,0.655,0.649,0.75,1.0,0.0,-0.423,0.180309,37,8,45
FCG3B_HUMAN,0.654,0.444,1.0,0.972,0.111,0.609,0.160148,36,9,45
RN146_HUMAN,0.654,0.514,0.9,0.971,0.1,-0.268,0.144125,35,10,45
PYGM_HUMAN,0.652,0.853,0.545,0.971,0.273,-0.724,0.135649,34,11,45
3BP2_HUMAN,0.651,0.75,0.556,1.0,0.111,-0.444,0.16876,36,9,45
ZN618_HUMAN,0.649,0.919,0.5,1.0,0.0,-0.398,0.200695,37,8,45
INT8_HUMAN,0.649,0.743,0.7,1.0,0.3,0.333,0.159725,35,10,45
JAK1_HUMAN,0.645,0.444,0.889,1.0,0.0,0.31,0.18702,36,9,45
NFAC2_HUMAN,0.645,0.611,0.778,1.0,0.111,0.347,0.18702,36,9,45
GULP1_HUMAN,0.639,0.568,0.875,0.973,0.125,0.193,0.234211,37,8,45
KDM2A_HUMAN,0.639,0.972,0.333,0.972,0.333,-0.301,0.206698,36,9,45
SIN1_HUMAN,0.637,0.571,0.8,0.971,0.1,0.199,0.194702,35,10,45
ABC3F_HUMAN,0.636,0.806,0.556,0.972,0.222,-0.517,0.217083,36,9,45
PIBF1_HUMAN,0.635,0.541,0.75,1.0,0.0,0.168,0.246183,37,8,45
AK1BA_HUMAN,0.634,0.971,0.3,0.971,0.3,0.738,0.204265,35,10,45
MTX3_HUMAN,0.633,0.472,0.889,1.0,0.0,-0.318,0.227838,36,9,45
EYA2_HUMAN,0.632,0.462,0.833,0.974,0.167,0.272,0.31706,39,6,45
TGS1_HUMAN,0.632,0.486,0.875,1.0,0.25,-0.396,0.258559,37,8,45
ERCC2_HUMAN,0.631,0.914,0.4,1.0,0.2,-0.334,0.214165,35,10,45
DHRS1_HUMAN,0.63,0.806,0.556,0.972,0.111,-0.411,0.238967,36,9,45
LV552_HUMAN,0.628,0.5,0.818,1.0,0.0,0.398,0.209662,34,11,45
GALT3_HUMAN,0.628,0.595,0.75,1.0,0.0,0.296,0.271343,37,8,45
SRBD1_HUMAN,0.627,0.889,0.444,1.0,0.0,0.025,0.250475,36,9,45
SYNE1_HUMAN,0.626,0.4,0.9,1.0,0.0,0.201,0.234995,35,10,45
2A5B_HUMAN,0.623,0.457,0.8,1.0,0.0,0.287,0.245931,35,10,45
GDAP2_HUMAN,0.623,0.417,1.0,1.0,0.111,-0.328,0.262364,36,9,45
EXOS3_HUMAN,0.62,0.861,0.556,0.972,0.222,-0.374,0.274637,36,9,45
UN13B_HUMAN,0.618,0.865,0.5,1.0,0.0,0.236,0.312147,37,8,45
PRAME_HUMAN,0.617,1.0,0.333,1.0,0.333,-0.348,0.287297,36,9,45
NSD3_HUMAN,0.617,0.895,0.429,0.974,0.143,-0.27,0.347259,38,7,45
MCF2L_HUMAN,0.615,0.432,1.0,1.0,0.0,0.212,0.326568,37,8,45
SPB4_HUMAN,0.615,0.471,0.818,0.971,0.091,0.635,0.261674,34,11,45
AL3B1_HUMAN,0.614,0.722,0.556,0.972,0.222,0.507,0.300344,36,9,45
CSTN3_HUMAN,0.614,0.486,0.8,0.971,0.1,-0.232,0.280861,35,10,45
NAA38_HUMAN,0.614,0.343,1.0,1.0,0.0,-0.3,0.280861,35,10,45
FOSL2_HUMAN,0.611,0.389,0.889,1.0,0.0,0.252,0.313781,36,9,45
RIN1_HUMAN,0.611,0.556,0.778,1.0,0.0,0.142,0.313781,36,9,45
DSN1_HUMAN,0.611,0.722,0.667,0.972,0.111,-0.12,0.313781,36,9,45
NFYA_HUMAN,0.609,0.371,1.0,1.0,0.1,-0.355,0.305937,35,10,45
KDM8_HUMAN,0.609,0.714,0.6,1.0,0.2,-0.259,0.305937,35,10,45
CTRO_HUMAN,0.608,0.556,0.667,1.0,0.111,-0.265,0.327607,36,9,45
USE1_HUMAN,0.605,0.25,1.0,1.0,0.111,-0.247,0.341823,36,9,45
TPST1_HUMAN,0.603,0.629,0.7,1.0,0.2,0.206,0.332454,35,10,45
CNTFR_HUMAN,0.6,0.886,0.5,1.0,0.2,-0.298,0.346253,35,10,45
RN220_HUMAN,0.6,0.657,0.6,1.0,0.0,0.203,0.346253,35,10,45
SEN54_HUMAN,0.6,0.8,0.5,1.0,0.3,-0.371,0.346253,35,10,45
DC2I1_HUMAN,0.599,0.528,0.778,1.0,0.0,0.062,0.371419,36,9,45
ATN1_HUMAN,0.596,0.583,0.667,1.0,0.0,0.102,0.386795,36,9,45
GAN_HUMAN,0.596,0.647,0.636,1.0,0.0,0.097,0.348465,34,11,45
ERI1_HUMAN,0.593,1.0,0.333,1.0,0.333,0.308,0.402554,36,9,45
BUB1B_HUMAN,0.591,0.629,0.6,1.0,0.1,-0.325,0.3898,35,10,45
RSRC1_HUMAN,0.591,0.912,0.364,0.971,0.273,-0.324,0.376291,34,11,45
GCP5_HUMAN,0.591,0.771,0.5,1.0,0.0,0.157,0.3898,35,10,45
ROGDI_HUMAN,0.591,0.6,0.7,1.0,0.1,-0.085,0.3898,35,10,45
RPA34_HUMAN,0.59,0.278,1.0,1.0,0.222,-0.361,0.418691,36,9,45
RIOX2_HUMAN,0.589,0.943,0.4,1.0,0.3,-0.432,0.405026,35,10,45
TNIP2_HUMAN,0.588,0.649,0.625,1.0,0.0,0.153,0.456402,37,8,45
RIOX1_HUMAN,0.588,0.892,0.5,1.0,0.375,-0.192,0.456402,37,8,45
NRBF2_HUMAN,0.586,0.457,0.8,0.971,0.2,-0.292,0.420602,35,10,45
KLH14_HUMAN,0.586,0.861,0.556,0.972,0.333,-0.436,0.435203,36,9,45
PKHG1_HUMAN,0.584,0.514,0.75,1.0,0.0,0.174,0.474376,37,8,45
SPTC1_HUMAN,0.58,0.444,0.778,0.972,0.111,0.09,0.469331,36,9,45
VHL_HUMAN,0.58,0.714,0.5,0.971,0.1,0.159,0.452787,35,10,45
KBTB2_HUMAN,0.577,0.914,0.4,1.0,0.2,-0.266,0.469388,35,10,45
TOR1B_HUMAN,0.571,0.833,0.444,1.0,0.111,0.309,0.523186,36,9,45
GSTT2_HUMAN,0.571,0.829,0.4,0.971,0.2,-0.465,0.503576,35,10,45
LEG7_HUMAN,0.571,0.629,0.6,1.0,0.1,0.458,0.503576,35,10,45
ERBB4_HUMAN,0.571,0.714,0.5,1.0,0.1,-0.281,0.503576,35,10,45
DCAF5_HUMAN,0.571,0.886,0.5,1.0,0.1,0.16,0.503576,35,10,45
LRC14_HUMAN,0.57,0.882,0.364,1.0,0.091,-0.111,0.50065,34,11,45
PEAK1_HUMAN,0.57,0.676,0.636,0.971,0.091,-0.043,0.50065,34,11,45
RN169_HUMAN,0.568,0.405,0.875,1.0,0.0,-0.094,0.569569,37,8,45
