Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
GMEB1_HUMAN,0.518,0.385,0.763,1.0,0.053,-0.018,0.854237,13,38,51
YAP1_HUMAN,0.517,0.857,0.297,1.0,0.081,0.001,0.857617,14,37,51
MDC1_HUMAN,0.517,0.286,0.946,1.0,0.054,0.196,0.857617,14,37,51
RNH2B_HUMAN,0.517,0.214,1.0,1.0,0.027,0.183,0.857617,14,37,51
AASD1_HUMAN,0.517,0.643,0.541,1.0,0.0,-0.024,0.857617,14,37,51
RAB6C_HUMAN,0.517,0.429,0.703,1.0,0.027,0.013,0.857617,14,37,51
CDN1B_HUMAN,0.516,0.385,0.789,1.0,0.0,0.059,0.871226,13,38,51
UBE2B_HUMAN,0.516,0.308,0.816,1.0,0.0,-0.09,0.871226,13,38,51
RYBP_HUMAN,0.516,0.692,0.474,1.0,0.0,0.003,0.871226,13,38,51
PRIO_HUMAN,0.515,0.786,0.405,1.0,0.108,-0.127,0.874219,14,37,51
ERCC5_HUMAN,0.515,0.429,0.784,1.0,0.0,-0.126,0.874219,14,37,51
GBB2_HUMAN,0.515,0.786,0.351,1.0,0.054,-0.012,0.874219,14,37,51
RBBP5_HUMAN,0.515,0.357,0.892,1.0,0.027,-0.022,0.874219,14,37,51
DHB12_HUMAN,0.515,0.357,0.865,1.0,0.027,0.138,0.874219,14,37,51
SNED1_HUMAN,0.515,1.0,0.135,1.0,0.135,-0.082,0.874219,14,37,51
MSTO1_HUMAN,0.515,0.571,0.568,1.0,0.081,0.072,0.874219,14,37,51
SIL1_HUMAN,0.515,0.5,0.676,1.0,0.054,-0.042,0.874219,14,37,51
ELP3_HUMAN,0.515,0.643,0.568,1.0,0.0,0.06,0.874219,14,37,51
MAAI_HUMAN,0.514,0.769,0.421,1.0,0.079,-0.079,0.888275,13,38,51
DIAP2_HUMAN,0.514,0.786,0.378,1.0,0.0,0.098,0.890877,14,37,51
SC24B_HUMAN,0.514,1.0,0.158,1.0,0.158,0.121,0.888275,13,38,51
ITAV_HUMAN,0.514,0.714,0.405,1.0,0.054,0.061,0.890877,14,37,51
CX7A2_HUMAN,0.514,0.286,0.946,1.0,0.081,0.036,0.890877,14,37,51
LAMA4_HUMAN,0.514,0.857,0.405,1.0,0.0,0.171,0.890877,14,37,51
DCAF8_HUMAN,0.514,0.786,0.351,1.0,0.135,-0.097,0.890877,14,37,51
TAOK1_HUMAN,0.514,0.538,0.605,1.0,0.026,0.011,0.888275,13,38,51
TGFA1_HUMAN,0.514,0.286,0.865,1.0,0.081,0.075,0.890877,14,37,51
TRUB1_HUMAN,0.514,0.769,0.421,1.0,0.105,0.095,0.888275,13,38,51
DPH2_HUMAN,0.514,0.643,0.541,1.0,0.027,0.015,0.890877,14,37,51
ADNP_HUMAN,0.514,0.357,0.919,1.0,0.027,0.147,0.890877,14,37,51
RDH14_HUMAN,0.514,0.846,0.342,1.0,0.026,0.019,0.888275,13,38,51
N6MT1_HUMAN,0.514,0.929,0.351,1.0,0.081,-0.102,0.890877,14,37,51
CHD2_HUMAN,0.512,0.231,0.947,1.0,0.158,0.2,0.905375,13,38,51
DDHD2_HUMAN,0.512,0.929,0.216,1.0,0.054,-0.022,0.907583,14,37,51
NCPR_HUMAN,0.512,0.846,0.421,1.0,0.105,-0.129,0.905375,13,38,51
RPB9_HUMAN,0.512,0.643,0.541,1.0,0.081,-0.03,0.907583,14,37,51
CD151_HUMAN,0.512,0.857,0.324,1.0,0.054,-0.068,0.907583,14,37,51
VAMP7_HUMAN,0.512,0.714,0.486,1.0,0.0,0.015,0.907583,14,37,51
GPAM1_HUMAN,0.512,0.857,0.432,1.0,0.027,-0.077,0.907583,14,37,51
MICA1_HUMAN,0.512,0.923,0.263,1.0,0.158,0.074,0.905375,13,38,51
FXL18_HUMAN,0.512,0.857,0.324,1.0,0.108,0.08,0.907583,14,37,51
DNJC5_HUMAN,0.512,1.0,0.158,1.0,0.158,0.012,0.905375,13,38,51
SPS2L_HUMAN,0.512,0.571,0.541,1.0,0.027,-0.004,0.907583,14,37,51
FIBP_HUMAN,0.511,1.0,0.289,1.0,0.289,0.053,0.91394,13,38,51
CLN5_HUMAN,0.51,0.308,0.842,1.0,0.079,-0.045,0.922519,13,38,51
RPP40_HUMAN,0.51,0.429,0.865,1.0,0.0,-0.029,0.92433,14,37,51
MED1_HUMAN,0.51,0.308,0.921,1.0,0.026,0.155,0.922519,13,38,51
AT2L2_HUMAN,0.51,0.429,0.703,1.0,0.054,-0.015,0.92433,14,37,51
CTHR1_HUMAN,0.51,0.143,0.973,1.0,0.054,0.086,0.92433,14,37,51
DCTN5_HUMAN,0.51,0.786,0.378,1.0,0.027,0.022,0.92433,14,37,51
RPC3_HUMAN,0.51,0.143,1.0,1.0,0.054,0.148,0.92433,14,37,51
IKBE_HUMAN,0.508,0.929,0.243,1.0,0.081,-0.056,0.941111,14,37,51
SYNJ1_HUMAN,0.508,0.714,0.378,1.0,0.0,-0.002,0.941111,14,37,51
RNH2A_HUMAN,0.508,0.214,0.973,1.0,0.0,0.06,0.941111,14,37,51
TTC4_HUMAN,0.508,0.357,0.811,1.0,0.0,0.105,0.941111,14,37,51
OAS2_HUMAN,0.508,0.643,0.486,1.0,0.0,-0.03,0.941111,14,37,51
PTN9_HUMAN,0.508,0.786,0.378,1.0,0.135,0.116,0.941111,14,37,51
AL3A2_HUMAN,0.508,0.462,0.711,1.0,0.026,-0.08,0.9397,13,38,51
SE6L2_HUMAN,0.508,0.538,0.763,1.0,0.053,-0.136,0.9397,13,38,51
RBP10_HUMAN,0.508,0.929,0.243,1.0,0.0,0.022,0.941111,14,37,51
EIF1A_HUMAN,0.508,0.571,0.568,1.0,0.108,-0.017,0.941111,14,37,51
P3IP1_HUMAN,0.508,0.5,0.649,1.0,0.027,-0.032,0.941111,14,37,51
TB10A_HUMAN,0.508,0.154,0.974,1.0,0.079,-0.095,0.9397,13,38,51
S30BP_HUMAN,0.508,0.571,0.622,1.0,0.081,0.069,0.941111,14,37,51
TNR6B_HUMAN,0.508,0.923,0.237,1.0,0.026,-0.036,0.9397,13,38,51
EXOC5_HUMAN,0.506,0.769,0.395,1.0,0.026,0.069,0.956908,13,38,51
FCG2A_HUMAN,0.506,0.231,0.947,1.0,0.079,-0.105,0.956908,13,38,51
EPCAM_HUMAN,0.506,0.846,0.368,1.0,0.0,-0.015,0.956908,13,38,51
GDPP1_HUMAN,0.506,0.923,0.237,1.0,0.132,0.04,0.956908,13,38,51
DHX29_HUMAN,0.506,0.154,1.0,1.0,0.079,0.165,0.956908,13,38,51
SPA11_HUMAN,0.506,0.214,0.919,1.0,0.108,-0.042,0.957917,14,37,51
HID1_HUMAN,0.506,0.846,0.289,1.0,0.0,-0.055,0.956908,13,38,51
PCSK9_HUMAN,0.506,0.214,0.919,1.0,0.108,0.061,0.957917,14,37,51
CCD12_HUMAN,0.506,0.286,0.865,1.0,0.027,-0.088,0.957917,14,37,51
DVL3_HUMAN,0.506,0.214,0.946,1.0,0.0,-0.034,0.957917,14,37,51
PAWR_HUMAN,0.506,0.923,0.211,1.0,0.132,-0.1,0.956908,13,38,51
HINT2_HUMAN,0.506,0.857,0.324,1.0,0.0,0.067,0.957917,14,37,51
P3C2A_HUMAN,0.504,0.615,0.5,1.0,0.053,0.042,0.974137,13,38,51
PRAF3_HUMAN,0.504,0.923,0.237,1.0,0.026,-0.017,0.974137,13,38,51
SASH1_HUMAN,0.504,0.5,0.73,1.0,0.0,0.016,0.974743,14,37,51
OTUD4_HUMAN,0.504,0.923,0.237,1.0,0.053,0.028,0.974137,13,38,51
LTBP2_HUMAN,0.504,0.538,0.605,1.0,0.079,-0.008,0.974137,13,38,51
RUSD2_HUMAN,0.504,0.714,0.378,1.0,0.081,0.078,0.974743,14,37,51
ANKY2_HUMAN,0.504,0.571,0.541,1.0,0.081,0.039,0.974743,14,37,51
T22D3_HUMAN,0.504,0.385,0.842,1.0,0.026,-0.011,0.974137,13,38,51
SSBP3_HUMAN,0.504,0.357,0.892,1.0,0.0,-0.114,0.974743,14,37,51
IFIH1_HUMAN,0.504,0.769,0.342,1.0,0.079,0.02,0.974137,13,38,51
SCOC_HUMAN,0.504,0.385,0.816,1.0,0.053,-0.076,0.974137,13,38,51
TPC2L_HUMAN,0.504,0.643,0.514,1.0,0.0,0.051,0.974743,14,37,51
MACF1_HUMAN,0.504,0.5,0.676,1.0,0.054,-0.024,0.974743,14,37,51
TIM8A_HUMAN,0.502,0.929,0.324,1.0,0.243,0.038,0.99158,14,37,51
PEX5_HUMAN,0.502,0.786,0.378,1.0,0.0,0.11,0.99158,14,37,51
EPIPL_HUMAN,0.502,0.231,0.947,1.0,0.0,-0.049,0.991378,13,38,51
BYST_HUMAN,0.502,0.286,0.892,1.0,0.0,0.037,0.99158,14,37,51
2A5G_HUMAN,0.502,0.308,0.895,1.0,0.0,-0.024,0.991378,13,38,51
INT3_HUMAN,0.502,0.462,0.737,1.0,0.0,0.094,0.991378,13,38,51
P20D2_HUMAN,0.502,1.0,0.162,1.0,0.162,0.287,0.99158,14,37,51
PURA1_HUMAN,0.502,0.714,0.514,1.0,0.054,0.035,0.99158,14,37,51
DTX3L_HUMAN,0.502,0.615,0.553,1.0,0.105,0.008,0.991378,13,38,51
SNR40_HUMAN,0.502,0.231,0.947,1.0,0.026,-0.089,0.991378,13,38,51
GON7_HUMAN,0.502,0.571,0.595,1.0,0.0,-0.167,0.99158,14,37,51
LDH6B_HUMAN,0.502,0.643,0.486,1.0,0.081,-0.048,0.99158,14,37,51
RBM28_HUMAN,0.502,0.286,0.946,1.0,0.027,0.163,0.99158,14,37,51
SPG21_HUMAN,0.502,0.846,0.289,1.0,0.0,0.025,0.991378,13,38,51
TF3C5_HUMAN,0.502,0.357,0.784,1.0,0.108,0.167,0.99158,14,37,51
MORC2_HUMAN,0.502,0.5,0.73,1.0,0.0,-0.189,0.99158,14,37,51
WDR43_HUMAN,0.5,0.286,0.919,1.0,0.0,0.154,1.0,14,37,51
TBC30_HUMAN,0.5,0.5,0.649,1.0,0.027,-0.122,1.0,14,37,51
IFT74_HUMAN,0.817,0.769,0.784,1.0,0.432,-0.937,0.000774,13,37,50
UPAR_HUMAN,0.813,0.846,0.649,1.0,0.486,-1.572,0.000908,13,37,50
TIP_HUMAN,0.809,0.75,0.789,1.0,0.289,-1.024,0.001415,12,38,50
VMAC_HUMAN,0.792,0.615,0.892,1.0,0.108,-1.076,0.001959,13,37,50
CUED1_HUMAN,0.771,0.846,0.649,1.0,0.189,-0.86,0.004037,13,37,50
PPB1_HUMAN,0.77,0.833,0.605,1.0,0.289,-2.425,0.005392,12,38,50
HOME2_HUMAN,0.769,0.692,0.865,1.0,0.324,-0.498,0.004328,13,37,50
B2L15_HUMAN,0.765,0.769,0.784,1.0,0.135,-1.49,0.004971,13,37,50
TSN14_HUMAN,0.765,1.0,0.553,1.0,0.553,-0.419,0.006196,12,38,50
SRBS2_HUMAN,0.761,0.917,0.579,1.0,0.447,-0.91,0.007107,12,38,50
EVI2B_HUMAN,0.761,0.692,0.811,1.0,0.054,-0.814,0.005698,13,37,50
UBL3_HUMAN,0.755,1.0,0.514,1.0,0.514,-0.652,0.006969,13,37,50
PPIP1_HUMAN,0.753,0.769,0.703,1.0,0.027,-0.682,0.007446,13,37,50
S100B_HUMAN,0.751,0.923,0.595,1.0,0.324,-0.978,0.007952,13,37,50
MLKL_HUMAN,0.751,0.846,0.703,1.0,0.054,-0.627,0.007952,13,37,50
NFIC_HUMAN,0.746,0.846,0.568,1.0,0.0,-0.481,0.009058,13,37,50
IFIT1_HUMAN,0.742,0.615,0.838,1.0,0.135,1.074,0.010299,13,37,50
CMPK2_HUMAN,0.74,0.692,0.73,1.0,0.243,0.984,0.010975,13,37,50
IFT20_HUMAN,0.74,0.923,0.541,1.0,0.324,-0.806,0.010975,13,37,50
CATF_HUMAN,0.74,0.857,0.667,1.0,0.25,0.541,0.009225,14,36,50
KLK11_HUMAN,0.737,0.833,0.658,1.0,0.105,-1.528,0.014609,12,38,50
CELF2_HUMAN,0.735,0.75,0.711,1.0,0.105,-0.684,0.015554,12,38,50
TCO1_HUMAN,0.734,0.769,0.703,1.0,0.432,-1.423,0.013244,13,37,50
PTBP2_HUMAN,0.732,0.846,0.622,1.0,0.0,1.024,0.014087,13,37,50
DRB4_HUMAN,0.73,0.75,0.789,1.0,0.026,-1.188,0.017607,12,38,50
HG2A_HUMAN,0.73,0.917,0.5,1.0,0.316,-0.914,0.017607,12,38,50
RBPMS_HUMAN,0.73,0.769,0.73,1.0,0.162,-0.981,0.014978,13,37,50
CELR2_HUMAN,0.726,0.5,0.895,1.0,0.079,-0.819,0.019894,12,38,50
REPS2_HUMAN,0.724,1.0,0.368,1.0,0.368,-0.616,0.021131,12,38,50
HGD_HUMAN,0.724,0.75,0.711,1.0,0.105,-1.355,0.021131,12,38,50
RAB20_HUMAN,0.721,0.692,0.703,1.0,0.162,-0.584,0.019056,13,37,50
SUCB1_HUMAN,0.721,0.462,0.946,1.0,0.243,0.639,0.019056,13,37,50
STML2_HUMAN,0.719,0.538,0.865,1.0,0.189,0.745,0.020216,13,37,50
GOGA1_HUMAN,0.717,0.615,0.784,1.0,0.27,-0.616,0.021434,13,37,50
ST2B1_HUMAN,0.715,0.833,0.553,1.0,0.132,-0.965,0.026776,12,38,50
FHR1_HUMAN,0.713,0.615,0.784,1.0,0.243,0.782,0.024073,13,37,50
NUD18_HUMAN,0.713,0.462,0.946,1.0,0.189,-0.73,0.024073,13,37,50
SERC1_HUMAN,0.713,1.0,0.405,1.0,0.405,0.503,0.024073,13,37,50
PTPRE_HUMAN,0.709,0.769,0.649,1.0,0.162,-0.486,0.026985,13,37,50
C1QT5_HUMAN,0.709,0.692,0.676,1.0,0.162,-0.866,0.026985,13,37,50
NECT4_HUMAN,0.706,0.75,0.711,1.0,0.342,-0.809,0.033678,12,38,50
C1QT3_HUMAN,0.706,0.857,0.611,1.0,0.083,0.619,0.025332,14,36,50
ANR28_HUMAN,0.701,0.923,0.405,1.0,0.162,0.567,0.033732,13,37,50
EMIL2_HUMAN,0.701,0.846,0.595,1.0,0.27,-0.847,0.033732,13,37,50
CEIP2_HUMAN,0.701,0.769,0.73,1.0,0.081,-0.482,0.033732,13,37,50
LAMC2_HUMAN,0.7,0.75,0.632,1.0,0.105,-0.855,0.039806,12,38,50
FACE1_HUMAN,0.699,0.692,0.73,1.0,0.0,0.502,0.035628,13,37,50
IRF6_HUMAN,0.697,0.833,0.632,1.0,0.211,-0.368,0.042048,12,38,50
ERLN2_HUMAN,0.695,0.917,0.5,1.0,0.079,0.803,0.044397,12,38,50
IFT88_HUMAN,0.694,0.846,0.541,1.0,0.216,-0.604,0.039695,13,37,50
ST14_HUMAN,0.693,0.917,0.421,1.0,0.289,-0.56,0.046855,12,38,50
M3K4_HUMAN,0.692,0.692,0.676,1.0,0.162,0.414,0.041871,13,37,50
ENPP4_HUMAN,0.692,0.923,0.459,1.0,0.27,-0.58,0.041871,13,37,50
UROK_HUMAN,0.691,1.0,0.342,1.0,0.342,-0.953,0.049426,12,38,50
TTC9A_HUMAN,0.691,0.667,0.684,1.0,0.316,-0.691,0.049426,12,38,50
MPPB_HUMAN,0.69,0.786,0.667,1.0,0.056,0.522,0.03907,14,36,50
DPA1_HUMAN,0.69,0.846,0.622,1.0,0.027,-0.644,0.044148,13,37,50
PCH2_HUMAN,0.688,0.643,0.667,1.0,0.222,0.773,0.041167,14,36,50
MMP11_HUMAN,0.686,0.692,0.676,1.0,0.108,-0.735,0.049017,13,37,50
LAMA3_HUMAN,0.686,0.917,0.447,1.0,0.237,-0.95,0.054926,12,38,50
NAA35_HUMAN,0.686,0.615,0.757,1.0,0.162,0.523,0.049017,13,37,50
PCDB2_HUMAN,0.686,0.615,0.73,1.0,0.135,-0.826,0.049017,13,37,50
ISK5_HUMAN,0.685,0.786,0.583,1.0,0.278,-1.303,0.045649,14,36,50
PKHA7_HUMAN,0.684,0.923,0.459,1.0,0.378,-0.518,0.051616,13,37,50
KTNB1_HUMAN,0.683,0.5,0.917,1.0,0.0,-0.503,0.048039,14,36,50
SCAM2_HUMAN,0.682,1.0,0.378,1.0,0.378,0.657,0.054328,13,37,50
H6ST1_HUMAN,0.682,1.0,0.351,1.0,0.351,-0.458,0.054328,13,37,50
TRI16_HUMAN,0.682,0.692,0.676,1.0,0.243,-0.654,0.054328,13,37,50
ODPA_HUMAN,0.682,0.769,0.649,1.0,0.081,0.575,0.054328,13,37,50
VAV_HUMAN,0.682,0.462,0.919,1.0,0.0,-0.39,0.054328,13,37,50
OFUT1_HUMAN,0.682,0.846,0.514,1.0,0.189,0.37,0.054328,13,37,50
HV145_HUMAN,0.681,1.0,0.417,1.0,0.417,0.344,0.050534,14,36,50
KVD30_HUMAN,0.679,0.571,0.806,1.0,0.056,0.643,0.053137,14,36,50
TSN9_HUMAN,0.678,0.75,0.553,1.0,0.263,-0.627,0.067459,12,38,50
CRCDL_HUMAN,0.678,0.583,0.763,1.0,0.211,-0.586,0.067459,12,38,50
CNBP_HUMAN,0.677,0.714,0.667,1.0,0.361,0.745,0.05585,14,36,50
LPPRC_HUMAN,0.674,0.538,0.892,1.0,0.054,0.728,0.066396,13,37,50
KRT84_HUMAN,0.673,0.786,0.639,1.0,0.083,-1.196,0.061625,14,36,50
ANCHR_HUMAN,0.672,0.846,0.514,1.0,0.162,-0.414,0.069736,13,37,50
SIA7A_HUMAN,0.671,1.0,0.5,1.0,0.5,-1.054,0.078331,12,38,50
PCKGM_HUMAN,0.669,0.571,0.778,1.0,0.056,0.439,0.067884,14,36,50
DCBD2_HUMAN,0.669,0.833,0.526,1.0,0.105,-0.444,0.082257,12,38,50
KTU_HUMAN,0.667,0.846,0.459,1.0,0.243,-0.503,0.076829,13,37,50
MKLN1_HUMAN,0.667,0.692,0.649,1.0,0.054,0.325,0.076829,13,37,50
CARD8_HUMAN,0.667,0.615,0.73,1.0,0.027,-0.398,0.076829,13,37,50
FOXK1_HUMAN,0.665,0.429,0.944,1.0,0.0,0.392,0.074658,14,36,50
TPPC9_HUMAN,0.663,0.643,0.722,1.0,0.0,0.234,0.078246,14,36,50
AGR3_HUMAN,0.662,1.0,0.474,1.0,0.474,-1.014,0.095,12,38,50
CAR16_HUMAN,0.661,0.692,0.703,1.0,0.0,-0.426,0.088561,13,37,50
ALKB5_HUMAN,0.661,0.538,0.757,1.0,0.027,0.41,0.088561,13,37,50
FEZ2_HUMAN,0.661,0.692,0.703,1.0,0.108,-0.313,0.088561,13,37,50
RPGP1_HUMAN,0.659,0.923,0.405,1.0,0.216,-0.487,0.092779,13,37,50
RHG30_HUMAN,0.659,0.846,0.541,1.0,0.027,-0.44,0.092779,13,37,50
APC4_HUMAN,0.659,0.571,0.722,1.0,0.167,-0.381,0.085844,14,36,50
ITPI2_HUMAN,0.658,0.75,0.605,1.0,0.026,-0.392,0.104341,12,38,50
FRK_HUMAN,0.658,0.5,0.868,1.0,0.132,-0.307,0.104341,12,38,50
RBL2B_HUMAN,0.657,0.571,0.722,1.0,0.25,-0.431,0.089861,14,36,50
S61A1_HUMAN,0.655,0.769,0.649,1.0,0.027,0.546,0.101697,13,37,50
OLFM4_HUMAN,0.655,0.929,0.417,1.0,0.306,-1.284,0.094027,14,36,50
ARRB2_HUMAN,0.654,0.5,0.868,1.0,0.0,-0.449,0.114398,12,38,50
CDCP1_HUMAN,0.654,0.833,0.474,1.0,0.132,-0.391,0.114398,12,38,50
ODPB_HUMAN,0.651,0.462,0.919,1.0,0.189,0.677,0.111284,13,37,50
CD53_HUMAN,0.651,0.923,0.459,1.0,0.378,-0.558,0.111284,13,37,50
TBD2A_HUMAN,0.651,0.846,0.486,1.0,0.162,-0.398,0.111284,13,37,50
PPM1H_HUMAN,0.651,0.923,0.378,1.0,0.189,-0.72,0.111284,13,37,50
PKP3_HUMAN,0.651,0.5,0.842,1.0,0.0,-0.318,0.119705,12,38,50
STX10_HUMAN,0.649,0.923,0.432,1.0,0.054,-0.279,0.116338,13,37,50
MOC2B_HUMAN,0.649,0.714,0.611,1.0,0.167,-0.435,0.107462,14,36,50
LAMB3_HUMAN,0.649,0.917,0.447,1.0,0.158,-0.812,0.125202,12,38,50
FA83H_HUMAN,0.649,0.538,0.811,1.0,0.108,-0.403,0.116338,13,37,50
CAST2_HUMAN,0.647,0.786,0.528,1.0,0.306,0.306,0.112264,14,36,50
CF120_HUMAN,0.647,0.571,0.833,1.0,0.083,0.434,0.112264,14,36,50
SMYD3_HUMAN,0.647,0.786,0.639,1.0,0.0,0.265,0.112264,14,36,50
PROF1_BOVIN,0.645,0.429,0.889,1.0,0.0,-0.487,0.117233,14,36,50
SMAG2_HUMAN,0.645,0.5,0.889,1.0,0.0,0.428,0.117233,14,36,50
SUCA_HUMAN,0.644,0.538,0.838,1.0,0.027,0.462,0.126986,13,37,50
MOT1_HUMAN,0.643,0.714,0.583,1.0,0.194,0.574,0.122374,14,36,50
TRIP6_HUMAN,0.643,0.929,0.389,1.0,0.306,0.503,0.122374,14,36,50
MIA2_HUMAN,0.643,0.5,0.816,1.0,0.158,-0.382,0.142879,12,38,50
STAP2_HUMAN,0.643,0.667,0.737,1.0,0.132,-0.312,0.142879,12,38,50
SNG1_HUMAN,0.642,0.769,0.568,1.0,0.27,0.45,0.132587,13,37,50
LST8_HUMAN,0.64,0.769,0.541,1.0,0.162,0.324,0.138377,13,37,50
SPP24_HUMAN,0.639,0.786,0.528,1.0,0.222,0.477,0.133182,14,36,50
PKHA1_HUMAN,0.638,0.846,0.486,1.0,0.189,-0.444,0.14436,13,37,50
NQO1_HUMAN,0.637,0.643,0.639,1.0,0.222,-0.824,0.138856,14,36,50
MLP3B_HUMAN;MP3B2_HUMAN,0.636,0.692,0.703,1.0,0.027,-0.303,0.15054,13,37,50
IKKB_HUMAN,0.636,0.923,0.351,1.0,0.108,0.324,0.15054,13,37,50
CPXM1_HUMAN,0.634,0.538,0.892,1.0,0.081,-0.425,0.156919,13,37,50
EPHB3_HUMAN,0.63,0.923,0.514,1.0,0.081,-0.439,0.170289,13,37,50
TCF25_HUMAN,0.628,0.615,0.757,1.0,0.0,-0.246,0.177286,13,37,50
CAH13_HUMAN,0.627,0.917,0.526,1.0,0.0,-0.23,0.191504,12,38,50
CFA36_HUMAN,0.627,0.786,0.472,1.0,0.139,-0.491,0.170054,14,36,50
PCDH7_HUMAN,0.626,0.769,0.486,1.0,0.108,-0.701,0.184495,13,37,50
RIPR1_HUMAN,0.625,0.643,0.694,1.0,0.083,-0.253,0.17688,14,36,50
SL9A1_HUMAN,0.624,0.385,0.865,1.0,0.243,-0.35,0.191919,13,37,50
LY75_HUMAN,0.623,0.917,0.421,1.0,0.026,-0.458,0.207412,12,38,50
HACD3_HUMAN,0.623,0.429,0.917,1.0,0.111,-0.461,0.183908,14,36,50
TFP11_HUMAN,0.623,0.786,0.5,1.0,0.083,0.287,0.183908,14,36,50
BCAP_HUMAN,0.622,0.692,0.73,1.0,0.0,-0.088,0.19956,13,37,50
RFTN1_HUMAN,0.621,0.833,0.421,1.0,0.105,-0.48,0.215717,12,38,50
DOC11_HUMAN,0.621,0.786,0.472,1.0,0.0,-0.255,0.191141,14,36,50
DHX30_HUMAN,0.621,0.429,0.944,1.0,0.028,0.294,0.191141,14,36,50
C2CD5_HUMAN,0.621,0.714,0.722,1.0,0.083,-0.153,0.191141,14,36,50
PHF6_HUMAN,0.621,0.571,0.889,1.0,0.0,0.337,0.191141,14,36,50
ARI1A_HUMAN,0.62,0.846,0.405,1.0,0.135,0.542,0.207421,13,37,50
HV108_HUMAN,0.62,0.462,0.865,1.0,0.108,0.344,0.207421,13,37,50
ATPO_HUMAN,0.62,0.385,0.919,1.0,0.0,0.507,0.207421,13,37,50
NDK7_HUMAN,0.62,0.692,0.649,1.0,0.135,-0.243,0.20741,13,37,50
HCK_HUMAN,0.617,0.538,0.703,1.0,0.081,-0.323,0.215504,13,37,50
RFC2_HUMAN,0.617,0.5,0.861,1.0,0.028,0.414,0.206231,14,36,50
ZNRF2_HUMAN,0.617,1.0,0.27,1.0,0.27,-0.33,0.215504,13,37,50
CYFP2_HUMAN,0.617,0.5,0.778,1.0,0.083,0.267,0.206231,14,36,50
ZC21A_HUMAN,0.617,0.429,0.889,1.0,0.111,-0.417,0.206231,14,36,50
TIG1_HUMAN,0.615,0.615,0.649,1.0,0.027,-0.532,0.223812,13,37,50
FNBP4_HUMAN,0.615,0.846,0.459,1.0,0.0,-0.259,0.223812,13,37,50
MTMR9_HUMAN,0.615,0.714,0.528,1.0,0.0,-0.229,0.214093,14,36,50
CD209_HUMAN,0.615,0.5,0.806,1.0,0.083,0.23,0.214093,14,36,50
ELMO3_HUMAN,0.614,0.667,0.737,1.0,0.132,-0.33,0.242061,12,38,50
TIE1_HUMAN,0.613,0.929,0.333,1.0,0.0,0.125,0.222168,14,36,50
FOCAD_HUMAN,0.613,0.846,0.514,1.0,0.0,-0.103,0.232346,13,37,50
TXN4B_HUMAN,0.613,0.5,0.778,1.0,0.0,-0.332,0.222168,14,36,50
FBX2_HUMAN,0.613,1.0,0.324,1.0,0.324,0.654,0.232346,13,37,50
CNNM3_HUMAN,0.612,0.917,0.474,1.0,0.105,-0.227,0.251326,12,38,50
RB_HUMAN,0.611,0.692,0.649,1.0,0.0,-0.262,0.241109,13,37,50
REN3B_HUMAN,0.611,0.5,0.75,1.0,0.0,-0.208,0.230459,14,36,50
ERGI3_HUMAN,0.611,0.929,0.361,1.0,0.0,0.326,0.230459,14,36,50
STT3A_HUMAN,0.609,0.846,0.459,1.0,0.108,0.518,0.250102,13,37,50
AAGAB_HUMAN,0.609,0.538,0.784,1.0,0.054,-0.327,0.250102,13,37,50
SC61G_HUMAN,0.607,0.538,0.703,1.0,0.027,0.342,0.259326,13,37,50
TBPL1_HUMAN,0.607,0.385,0.919,1.0,0.135,0.313,0.259326,13,37,50
KRR1_HUMAN,0.607,0.385,0.919,1.0,0.108,0.41,0.259326,13,37,50
ATS13_HUMAN,0.607,0.714,0.639,1.0,0.056,0.211,0.247696,14,36,50
SESD1_HUMAN,0.605,0.923,0.351,1.0,0.189,0.33,0.268784,13,37,50
FBXL8_HUMAN,0.605,0.462,0.784,1.0,0.243,-0.301,0.268784,13,37,50
RB33B_HUMAN,0.605,0.846,0.459,1.0,0.054,-0.368,0.268784,13,37,50
MPZL1_HUMAN,0.603,0.923,0.459,1.0,0.054,-0.202,0.278476,13,37,50
CD99_HUMAN,0.603,0.643,0.639,1.0,0.083,-0.358,0.265816,14,36,50
UB2E3_HUMAN,0.603,0.714,0.667,1.0,0.111,-0.347,0.265816,14,36,50
UCK2_HUMAN,0.603,0.846,0.432,1.0,0.135,0.328,0.278476,13,37,50
DJB12_HUMAN,0.603,0.538,0.73,1.0,0.135,0.178,0.278476,13,37,50
TACD2_HUMAN,0.601,0.583,0.737,1.0,0.158,-0.325,0.301343,12,38,50
FIG4_HUMAN,0.601,0.769,0.486,1.0,0.108,0.16,0.288403,13,37,50
RANB9_HUMAN,0.601,0.308,0.946,1.0,0.135,0.275,0.288403,13,37,50
DYR_HUMAN,0.599,0.429,0.833,1.0,0.139,0.398,0.284828,14,36,50
GILT_HUMAN,0.599,0.769,0.541,1.0,0.027,-0.372,0.298565,13,37,50
GPC5B_HUMAN,0.599,0.833,0.447,1.0,0.105,-0.501,0.312092,12,38,50
CILP1_HUMAN,0.597,0.929,0.306,1.0,0.083,-0.685,0.294671,14,36,50
DDX20_HUMAN,0.597,0.615,0.676,1.0,0.081,0.34,0.308964,13,37,50
